100,2.697604,1.336929
110,-1.192254,0.881652
121,2.895905,0.880296
133,0.110902,0.886449
146,1.244710,0.873228
160,1.462530,1.461150
176,-1.454274,1.440334
193,-1.097182,1.039698
212,-1.618450,1.132651
233,5.341068,1.716664
256,-4.658337,0.967644
281,-4.584009,0.908447
309,1.728831,1.050834
339,0.948355,1.988626
372,5.980739,1.631839
409,5.340291,1.483103
449,3.727922,0.989522
493,-0.896926,1.576466
542,0.945300,1.606427
596,5.821170,1.186007
655,-0.881910,1.290014
720,6.239651,1.418139
792,0.727395,0.876090
871,2.458869,0.902419
958,-0.966550,1.257368
1053,0.442503,0.971336
1158,2.957691,1.969719
1273,0.303543,1.952804
1400,-1.672299,0.981158
1540,3.027548,0.872084
1694,2.974804,0.988698
1863,3.982496,1.199472
2049,4.540365,0.870890
2253,1.889051,0.908255
2478,-1.843948,0.869545
2725,3.076062,0.945844
2997,2.939434,1.098857
3296,3.269056,1.855140
3625,3.669408,0.867060
3987,4.735090,1.819131
4385,3.322707,0.980433
4823,-3.504283,1.498393
5305,-0.665094,1.764672
5835,1.181103,0.974863
6418,-2.376782,1.339022
7059,-2.125356,0.922475
7764,-1.206860,1.686349
8540,4.001196,1.076652
9394,1.748385,0.876612
10333,0.078035,1.577571
11366,-4.958593,0.993420
12502,0.048530,0.870648
13752,1.841557,1.801484
15127,2.801535,1.739204
16639,5.284097,0.890783
18302,0.032754,1.809913
20132,-1.222509,0.884829
22145,2.994689,2.073640
24359,-1.870359,0.883772
26794,10.091711,0.903226
29473,6.504003,1.919015
32420,1.518827,1.784112
35662,-3.942614,1.420464
39228,-0.040020,0.934640
43150,4.309100,1.162550
47465,-0.410001,0.875262
52211,5.804268,0.867038
57432,-0.139635,1.271757
63175,4.134567,0.926298
69492,1.591650,1.807624
76441,-3.463652,1.105749
84085,-3.534516,0.866694
92493,3.753855,0.924921
101742,-3.073756,1.626596
111916,0.104414,0.872968
123107,-1.115315,0.866115
135417,1.901694,1.317363
148958,1.968929,0.879022
163853,2.508857,0.912416
180238,-1.547513,1.307375
198261,2.857057,0.874169
218087,-2.859943,0.881461
239895,1.070663,0.871377
263884,5.712467,1.905394
290272,1.471752,1.001465
319299,13.271265,1.708581
351228,4.221548,0.873939
386350,-0.179330,1.389856
424985,0.153620,1.453668
467483,3.482323,0.884983
514231,7.061705,1.266960
565654,3.457105,1.763448
622219,-0.573400,0.987531
684440,11.478228,1.078251
752884,9.382050,1.233647
828172,11.234921,0.885098
910989,10.429208,0.982644
1002087,5.745746,0.868289
1102295,10.758190,1.625524
1212524,10.207417,1.254596
1333776,8.188634,1.723325
1467153,6.514378,1.412618
1613868,22.040741,1.022072
1775254,5.982963,0.915517
1952779,12.561934,1.566878
2148056,10.202029,1.285783
2362861,20.586803,1.030058
2599147,9.979521,1.665397
2859061,20.051900,0.880263
3144967,17.095441,1.859604
3459463,12.303684,0.869971
3805409,17.539354,1.653557
4185949,16.805203,0.918285
4604543,19.375357,1.227673
5064997,18.912791,1.800588
5571496,25.118518,0.877839
6128645,20.580065,1.954254
6741509,16.644344,1.625680
7415659,20.747342,1.072427
8157224,20.650257,1.523145
8972946,21.604285,0.891105
9870240,24.027299,1.785591
10857264,21.518535,1.287189
11942990,21.520437,1.027620
13137289,18.554867,1.233933
14451017,20.212546,0.883785
15896118,23.525318,0.932900
17485729,22.122539,1.900637
19234301,23.733253,1.294876
21157731,19.264924,1.338498
23273504,17.700348,1.961672
25600854,26.987171,1.914652
28160939,33.320186,1.259621
30977032,24.907108,0.991997
34074735,30.721621,1.497704
37482208,33.185441,1.820508
41230428,21.112853,0.915530
45353470,22.109672,1.138971
49888817,24.298031,1.111231
54877698,32.402255,1.396699
60365467,27.760285,1.085508
66402013,27.020260,1.323821
73042214,19.671800,0.821069
80346435,29.387201,1.137879
88381078,33.962893,1.650306
97219185,26.517932,1.662593
106941103,34.443653,1.037626
117635213,37.553836,1.332903
129398734,33.661616,1.094202
142338607,34.418115,1.045286
156572467,27.595236,0.930974
172229713,33.738552,0.756980
189452684,29.649443,1.133377
208397952,27.849087,0.787527
229237747,30.652330,1.606149
252161521,27.034068,0.818334
277377673,26.204313,0.676036
305115440,31.777552,1.523883
335626984,36.392369,0.670086
369189682,24.927174,1.051225
406108650,25.721167,1.035249
446719515,31.921572,0.564274
491391466,26.837602,0.903635
540530612,25.413329,0.517410
594583673,32.909650,0.746389
654042040,34.114669,0.814119
719446244,29.911338,0.461940
791390868,31.179990,0.752643
870529954,34.317396,0.312699
957582949,30.482677,0.691628
1053341243,25.126169,0.313655
1158675367,32.044037,0.400368
1274542903,24.983277,0.688848
1401997193,35.588976,0.338469
1542196912,26.497249,0.586376
1696416603,30.629065,0.313162
1866058263,26.287113,0.344814
2052664089,28.405155,0.447760
2257930497,31.095443,0.677676
2483723546,31.893584,0.519744
2732095900,30.787883,0.345592
3005305490,35.205567,0.320429
3305836039,31.153529,0.369726
3636419642,33.219073,0.451974
4000061606,34.660987,0.337549
4400067766,28.905073,0.468567
4840074542,32.292536,0.568219
5324081996,34.740781,0.585304
5856490195,34.934439,0.375683
