100,0.806333,0.269200
110,0.973542,0.386065
121,1.094781,0.273416
133,1.208533,0.699355
146,0.901785,0.263355
160,0.976673,0.505457
176,1.273880,0.257321
193,1.196302,0.279886
212,1.104719,0.255520
233,1.068625,0.265125
256,0.961915,0.278936
281,1.155800,0.485010
309,0.939331,0.250569
339,1.078312,0.419193
372,1.107795,0.686481
409,1.069249,0.525006
449,0.982285,0.539520
493,1.089477,0.347507
542,1.117531,0.267031
596,1.010044,0.265497
655,1.031703,0.709411
720,1.054812,0.272994
792,1.142123,0.478481
871,1.089925,0.485283
958,0.960423,0.275639
1053,1.255719,0.553706
1158,1.050784,0.355822
1273,0.969700,0.281708
1400,1.203691,0.476376
1540,1.072502,0.466977
1694,1.130072,0.720496
1863,1.133891,0.298221
2049,1.228151,0.498699
2253,1.097903,0.257488
2478,1.106584,0.581068
2725,1.039489,0.447997
2997,1.009561,0.259854
3296,1.107430,0.603167
3625,1.120173,0.389225
3987,1.171710,0.308126
4385,1.084991,0.557922
4823,1.105787,0.473231
5305,1.079392,0.520674
5835,0.913371,0.374785
6418,1.144296,0.258617
7059,1.165159,0.462304
7764,1.016771,0.235437
8540,1.529530,0.301977
9394,0.670830,0.528156
10333,0.579564,0.491222
11366,1.016330,0.257164
12502,1.191510,0.415460
13752,1.153845,0.268630
15127,1.128697,0.527169
16639,1.127066,0.284725
18302,0.936538,0.434184
20132,1.070430,0.407674
22145,0.978774,0.376727
24359,1.023534,0.362686
26794,1.117871,0.267113
29473,1.094526,0.555033
32420,1.024345,0.552094
35662,1.095119,0.491324
39228,1.100295,0.566060
43150,1.217378,0.304141
47465,0.899914,0.509165
52211,1.146467,0.538104
57432,1.080374,0.451522
63175,1.095212,0.447376
69492,1.033669,0.284165
76441,1.129620,0.378731
84085,1.067402,0.425442
92493,1.017126,0.535112
101742,1.080664,0.409903
111916,1.132770,0.698154
123107,1.148795,0.406897
135417,0.903501,0.429310
148958,1.047255,0.522302
163853,1.228188,0.424155
180238,0.998828,0.456257
198261,1.040214,0.501950
218087,1.106144,0.314261
239895,1.101909,0.508999
263884,1.578627,0.344388
290272,0.737107,0.573034
319299,0.713332,0.460554
351228,0.932816,0.338802
386350,0.955279,0.414652
424985,1.257882,0.435340
467483,1.447132,0.561013
514231,1.952984,0.282906
565654,1.890986,0.552409
622219,2.316779,0.334662
684440,2.582545,0.601822
752884,2.753105,0.296795
828172,3.017673,0.416777
910989,3.197038,0.430407
1002087,3.314589,0.378854
1102295,3.632628,0.599119
1212524,3.871800,0.412449
1333776,4.012939,0.532026
1467153,4.265411,0.467674
1613868,4.482728,0.458284
1775254,5.045249,0.531423
1952779,6.039714,0.663584
2148056,6.639574,0.421814
2362861,7.412999,0.581774
2599147,8.021572,0.599879
2859061,8.149681,0.398396
3144967,8.105493,0.504905
3459463,8.124915,0.531984
3805409,8.160880,0.304306
4185949,8.883983,0.289437
4604543,8.814568,0.359117
5064997,8.899510,0.425659
5571496,8.733593,0.571208
6128645,8.832202,0.521276
6741509,9.027067,0.372540
7415659,9.140123,0.511173
8157224,9.617320,0.528041
8972946,10.017512,0.531047
9870240,10.153823,0.533398
10857264,10.875413,0.498566
11942990,11.180233,0.630551
13137289,11.415553,0.329845
14451017,11.834344,0.345451
15896118,12.205446,0.407795
17485729,12.405426,0.456547
19234301,12.451693,0.264014
21157731,12.763634,0.543110
23273504,12.893860,0.377557
25600854,12.916648,0.541366
28160939,13.033965,0.379711
30977032,13.300984,0.364795
34074735,13.367204,0.416407
37482208,13.659058,0.499133
41230428,13.766994,0.367933
45353470,14.060461,0.584599
49888817,14.019480,0.351886
54877698,14.257104,0.425434
60365467,14.080329,0.541622
66402013,14.293975,0.386991
73042214,16.857097,0.495286
80346435,15.326375,0.474924
88381078,14.504918,0.585123
97219185,14.363001,0.527351
106941103,15.703076,0.444129
117635213,14.399547,0.379446
129398734,14.543585,0.404660
142338607,50.320322,0.290042
156572467,25.698220,0.355033
172229713,19.271907,0.303078
189452684,19.133697,0.298533
208397952,20.377963,0.339773
229237747,17.957794,0.396504
252161521,18.928884,0.398717
277377673,17.319669,0.259274
305115440,17.998435,0.335176
335626984,19.944577,0.301323
369189682,21.860432,0.280532
406108650,22.411027,0.279959
446719515,28.570871,0.355447
491391466,29.533449,0.296088
540530612,22.793294,0.306185
594583673,29.192655,0.277956
654042040,26.571995,0.274971
719446244,23.001589,0.279193
791390868,27.896746,0.370019
870529954,23.229342,0.280455
957582949,27.900748,0.268593
1053341243,22.530159,0.251337
1158675367,18.641827,0.261958
1274542903,17.584744,0.258220
1401997193,16.996999,0.264281
1542196912,16.712523,0.256852
1696416603,16.763298,0.257367
1866058263,16.682734,0.251475
2052664089,16.761129,0.263780
2257930497,16.699897,0.257958
2483723546,16.844606,0.256438
2732095900,16.854401,0.257803
3005305490,16.840229,0.259427
3305836039,19.249795,0.257755
3636419642,15.358821,0.228297
4000061606,15.541556,0.236609
4400067766,16.333356,0.234233
4840074542,16.194160,0.223034
5324081996,16.655073,0.232163
5856490195,16.930015,0.233050
